age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism
25-34,Male,Turk,Homeless,True,True,True,True,True,False,False,True,True,True,True,Middle School,Married,Student,2,4,1
25-34,Male,Other,Houseowner,False,True,False,True,False,False,False,False,False,False,False,Literate without schooling,Divorced,Employed,4,0,1
12-14,Male,Other,Rent,True,True,True,False,False,False,False,False,False,False,False,Primary School,Single,Employed,0,2,1
45-54,Female,Turk,Rent,False,False,True,False,True,False,True,False,True,False,True,Middle School,Single,Unemployed,4,2,1
35-44,Male,Turk,Houseowner,True,False,True,True,False,False,True,False,False,False,False,Middle School,Single,Student,2,2,1
18-24,Male,Turk,Rent,True,True,True,False,True,False,False,False,False,False,True,High School,Single,Employed,3,2,1
18-24,Male,Turk,Houseowner,True,True,True,False,True,False,False,False,True,True,False,Middle School,Single,Retired,3,3,1
18-24,Male,Turk,Houseowner,True,False,True,False,True,True,True,True,False,True,False,Middle School,Single,Retired,2,2,1
25-34,Male,Turk,Rent,False,False,True,True,True,True,False,False,True,True,True,Middle School,Single,Student,3,2,2
55-64,Male,Turk,Homeless,False,False,True,False,False,False,False,False,False,False,True,Middle School,Married,Student,2,4,2
25-34,Male,Turk,Houseowner,False,False,False,False,False,False,True,False,False,True,True,High School,Single,Unemployed,6,2,2
35-44,Male,Turk,Rent,True,False,True,True,True,False,True,True,True,False,True,Middle School,Married,Unemployed,4,2,2
25-34,Male,Turk,Rent,False,False,True,False,False,False,False,False,True,False,True,Literate without schooling,Single,Student,2,4,2
18-24,Female,Turk,Houseowner,False,True,True,True,True,False,False,False,False,True,True,High School,Single,Unemployed,2,2,2
35-44,Male,Turk,Houseowner,False,True,True,False,True,False,False,False,False,True,True,High School,Single,Student,4,3,2
55-64,Female,Turk,Homeless,True,True,True,True,False,False,True,True,True,False,True,Primary School,Married,Student,3,3,2
25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,False,True,True,False,Middle School,Married,Employed,1,6,2
12-14,Male,Turk,Houseowner,False,True,False,False,False,False,True,True,True,False,False,Literate without schooling,Single,Student,0,2,2
12-14,Female,Other,Rent,False,False,False,False,False,False,False,True,False,False,False,Illiterate,Single,Student,0,3,2
25-34,Male,Turk,Rent,True,True,False,True,True,False,True,False,True,True,False,Literate without schooling,Single,Retired,6,0,2
45-54,Female,Turk,Houseowner,False,True,True,True,True,False,False,True,True,False,True,Primary School,Married,Employed,4,4,2
35-44,Male,Turk,Rent,False,True,False,True,False,False,True,False,True,True,True,Bachelor’s Degree,Single,Unemployed,2,4,2
25-34,Male,Turk,Homeless,True,False,False,True,False,False,False,False,False,True,False,Primary School,Married,Retired,4,3,2
25-34,Male,Turk,Homeless,True,False,True,True,False,True,False,True,True,False,True,Primary School,Married,Retired,4,2,2
25-34,Male,Turk,Rent,False,False,True,False,False,False,False,True,True,False,False,Middle School,Divorced,Employed,3,4,2
25-34,Male,Turk,Rent,False,False,True,True,False,False,True,False,True,False,True,High School,Single,Unemployed,1,3,2
45-54,Male,Turk,Rent,False,False,False,False,False,False,True,True,False,False,True,Primary School,Single,Unemployed,5,2,2
35-44,Male,Turk,Rent,True,False,True,False,True,False,False,True,False,False,True,Primary School,Married,Unemployed,4,3,2
35-44,Male,Turk,Houseowner,True,False,True,False,False,True,True,True,True,True,False,Literate without schooling,Divorced,Employed,3,3,2
12-14,Female,Other,Homeless,False,False,False,False,False,True,False,True,False,False,False,Illiterate,Single,Student,0,0,2
55-64,Female,Other,Houseowner,False,False,True,True,False,False,True,True,True,False,False,Middle School,Married,Student,4,3,2
35-44,Male,Turk,Houseowner,True,True,False,True,True,False,True,False,True,True,True,Middle School,Married,Employed,7,2,2
25-34,Female,Other,Rent,False,False,False,True,False,True,False,True,True,True,False,Primary School,Married,Employed,5,3,2
12-14,Male,Other,Rent,False,True,False,False,False,False,False,True,True,False,False,Primary School,Single,Student,0,3,2
12-14,Female,Turk,Rent,False,True,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,3,2
35-44,Male,Turk,Rent,True,True,True,True,True,False,True,False,False,True,False,Primary School,Single,Student,2,1,2
15-17,Male,Other,Homeless,False,False,True,False,False,False,False,True,True,False,False,Primary School,Single,Student,0,2,2
25-34,Male,Other,Houseowner,True,False,True,True,False,False,True,True,False,False,True,Primary School,Divorced,Student,2,3,2
35-44,Male,Turk,Rent,True,False,False,True,False,False,True,False,False,False,False,Illiterate,Single,Unemployed,0,2,2
35-44,Male,Turk,Rent,True,True,True,False,False,False,True,False,False,False,False,Primary School,Single,Retired,1,3,2
25-34,Female,Turk,Houseowner,False,True,True,False,True,False,True,False,False,True,False,Middle School,Married,Retired,7,0,2
18-24,Male,Turk,Rent,True,True,False,False,False,False,True,True,False,True,False,Primary School,Single,Unemployed,2,2,2
25-34,Male,Turk,Houseowner,False,False,True,True,False,False,True,False,True,True,False,Middle School,Married,Student,4,2,2
35-44,Male,Turk,Rent,True,False,True,True,True,False,True,True,True,True,False,Middle School,Married,Employed,2,5,2
35-44,Male,Turk,Homeless,False,True,True,True,True,False,True,False,False,True,True,Primary School,Single,Student,1,1,2
25-34,Male,Other,Rent,False,False,True,False,True,False,True,False,False,False,True,Middle School,Married,Student,1,3,2
12-14,Male,Turk,Homeless,False,False,True,False,False,False,True,True,True,False,False,Illiterate,Single,Student,0,0,2
25-34,Male,Turk,Houseowner,False,False,True,True,False,False,True,True,False,False,False,Literate without schooling,Married,Student,0,3,2
35-44,Male,Turk,Homeless,True,False,False,True,True,False,True,True,True,False,True,Primary School,Single,Unemployed,4,1,2
18-24,Male,Other,Houseowner,True,True,True,True,False,False,False,True,False,True,False,Literate without schooling,Married,Retired,5,1,2
15-17,Male,Turk,Houseowner,True,True,False,False,False,False,True,True,False,False,False,Literate without schooling,Single,Employed,0,3,2
35-44,Male,Other,Rent,True,False,False,True,False,False,False,True,False,False,False,Literate without schooling,Single,Employed,4,3,2
25-34,Female,Turk,Houseowner,True,True,True,True,True,False,False,False,True,False,False,Primary School,Married,Retired,3,3,2
25-34,Female,Turk,Rent,False,True,True,False,False,False,False,False,True,False,False,Primary School,Single,Employed,3,3,2
25-34,Male,Turk,Rent,True,True,True,True,True,False,True,True,False,True,True,High School,Divorced,Student,5,1,2
45-54,Male,Other,Houseowner,False,True,True,True,False,False,True,False,True,False,True,High School,Single,Unemployed,2,2,2
35-44,Male,Turk,Houseowner,False,True,True,False,True,False,False,False,True,False,False,Middle School,Married,Unemployed,2,2,2
45-54,Male,Turk,Rent,False,False,True,False,True,False,False,True,False,False,False,Middle School,Married,Unemployed,5,1,2
18-24,Female,Other,Houseowner,True,False,True,True,False,False,False,True,False,False,False,High School,Single,Student,1,4,2
35-44,Female,Turk,Houseowner,True,True,True,True,False,False,True,True,True,False,False,Primary School,Married,Student,4,2,2
25-34,Female,Turk,Rent,False,True,True,False,False,True,True,True,False,False,True,High School,Married,Student,4,1,2
12-14,Female,Other,Homeless,False,False,False,False,False,False,False,False,True,False,False,Literate without schooling,Single,Employed,0,3,2
18-24,Male,Turk,Houseowner,False,True,False,True,True,False,False,False,False,True,False,High School,Married,Student,2,2,2
25-34,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,True,True,True,Primary School,Married,Unemployed,2,5,2
18-24,Female,Turk,Houseowner,True,True,True,True,True,False,True,False,True,False,False,Primary School,Married,Retired,1,2,2
45-54,Male,Other,Houseowner,True,True,False,True,True,False,False,True,False,True,False,Middle School,Married,Employed,3,5,2
18-24,Male,Turk,Houseowner,True,False,False,True,False,False,True,True,False,True,True,Literate without schooling,Married,Unemployed,3,3,2
18-24,Male,Turk,Houseowner,False,True,True,True,False,False,True,True,False,True,False,Middle School,Single,Student,2,1,2
18-24,Male,Other,Homeless,False,False,False,True,False,True,False,True,True,True,False,High School,Single,Employed,5,0,2
12-14,Female,Turk,Rent,False,True,False,False,False,False,True,True,False,False,False,Illiterate,Single,Employed,0,2,2
25-34,Male,Turk,Houseowner,True,True,True,False,False,False,True,False,False,False,False,High School,Single,Student,2,2,2
35-44,Female,Other,Rent,True,False,False,True,True,False,True,False,False,True,True,Bachelor’s Degree,Single,Unemployed,6,2,2
35-44,Male,Turk,Homeless,True,False,False,True,True,True,True,False,True,False,True,Primary School,Married,Employed,3,1,2
12-14,Male,Turk,Rent,True,False,True,False,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,0,3,2
12-14,Male,Turk,Rent,False,False,False,True,False,False,True,True,False,False,False,Literate without schooling,Single,Employed,0,2,2
35-44,Male,Other,Rent,True,False,True,True,False,False,True,False,True,False,False,Primary School,Married,Student,1,3,2
25-34,Male,Turk,Rent,True,True,True,False,True,False,True,False,False,False,True,Primary School,Married,Student,2,2,2
65+,Male,Turk,Rent,True,True,False,False,False,False,True,False,False,False,True,Illiterate,Married,Retired,5,3,2
35-44,Female,Turk,Houseowner,False,False,True,False,True,False,True,False,False,True,False,High School,Single,Student,6,1,2
12-14,Male,Other,Homeless,False,False,True,False,False,False,False,True,False,False,False,Illiterate,Single,Employed,0,1,2
15-17,Female,Turk,Houseowner,False,False,True,False,False,False,True,False,False,False,False,Illiterate,Single,Student,0,1,2
15-17,Male,Other,Homeless,False,False,False,False,False,False,True,False,False,False,False,Primary School,Single,Employed,0,1,2
35-44,Male,Turk,Rent,True,False,True,True,True,False,True,False,True,False,True,Middle School,Married,Unemployed,3,2,2
45-54,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,True,False,False,Primary School,Single,Unemployed,3,2,2
45-54,Male,Turk,Houseowner,True,False,True,False,True,True,False,True,False,True,False,Primary School,Single,Unemployed,5,1,2
35-44,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,False,True,Literate without schooling,Married,Student,2,4,2
35-44,Male,Other,Rent,False,False,True,True,False,True,False,True,False,False,False,High School,Married,Unemployed,2,1,2
15-17,Male,Turk,Rent,False,True,False,False,False,True,False,False,True,False,True,Primary School,Single,Employed,0,3,2
35-44,Female,Turk,Houseowner,True,False,True,True,False,False,False,False,True,False,False,Primary School,Single,Student,4,3,2
35-44,Male,Other,Rent,False,False,False,True,False,False,True,False,True,False,True,Middle School,Single,Retired,3,4,2
35-44,Male,Other,Houseowner,False,True,True,False,True,False,False,False,False,True,False,Primary School,Single,Retired,4,2,2
25-34,Male,Turk,Houseowner,True,True,True,True,True,True,False,False,True,False,False,Bachelor’s Degree,Married,Employed,2,2,2
45-54,Male,Other,Houseowner,False,False,True,True,True,False,True,True,False,False,False,High School,Married,Employed,2,3,2
45-54,Male,Turk,Rent,True,False,False,True,False,False,False,False,False,True,False,High School,Single,Student,3,5,2
35-44,Male,Turk,Rent,True,True,False,True,False,True,True,True,False,False,True,Literate without schooling,Married,Retired,3,2,2
18-24,Female,Turk,Rent,False,True,False,True,True,False,False,True,True,False,False,Primary School,Married,Retired,5,1,2
25-34,Male,Turk,Houseowner,False,False,True,False,False,True,False,True,True,False,False,Middle School,Married,Employed,5,2,2
15-17,Male,Turk,Houseowner,True,False,True,False,False,False,True,False,True,False,True,Illiterate,Single,Student,0,3,2
35-44,Female,Turk,Homeless,False,True,True,True,True,False,False,True,False,True,False,High School,Married,Student,3,2,2
45-54,Male,Turk,Houseowner,False,False,False,False,True,False,True,False,False,True,True,Literate without schooling,Married,Employed,3,5,2
25-34,Male,Turk,Homeless,True,True,True,True,False,False,False,False,False,True,True,Illiterate,Married,Unemployed,1,2,2
15-17,Female,Other,Homeless,False,True,False,False,False,False,False,False,False,False,True,Literate without schooling,Single,Student,0,2,2
18-24,Male,Turk,Rent,True,False,True,False,False,True,True,False,True,False,True,Middle School,Single,Retired,4,1,2
55-64,Male,Other,Homeless,False,True,False,True,False,False,True,False,True,True,False,Literate without schooling,Single,Retired,4,1,2
65+,Female,Turk,Homeless,False,False,True,False,False,False,True,False,False,False,False,High School,Single,Student,2,3,2
35-44,Male,Turk,Rent,False,True,True,True,True,False,False,True,True,False,True,Middle School,Single,Retired,4,3,2
12-14,Male,Other,Rent,True,True,False,False,False,False,False,False,True,False,False,Illiterate,Single,Student,0,2,2
35-44,Male,Other,Rent,False,False,True,False,False,False,False,False,False,False,False,High School,Single,Unemployed,4,1,2
35-44,Male,Turk,Rent,False,False,True,False,True,False,False,False,False,False,False,Literate without schooling,Single,Student,3,1,2
25-34,Male,Turk,Houseowner,False,True,False,False,False,False,True,False,False,False,False,Illiterate,Married,Employed,3,1,2
15-17,Male,Other,Homeless,False,False,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Student,0,1,2
35-44,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,False,False,False,Middle School,Married,Employed,2,5,2
35-44,Male,Other,Rent,False,True,True,False,False,False,True,False,True,True,True,Primary School,Single,Unemployed,2,3,2
15-17,Female,Turk,Rent,False,True,False,True,True,False,True,False,True,False,True,Primary School,Single,Student,0,2,2
45-54,Male,Turk,Rent,False,True,False,True,True,True,False,False,True,False,False,High School,Divorced,Employed,4,0,2
25-34,Male,Turk,Rent,False,False,True,True,True,False,True,False,False,False,False,Middle School,Married,Employed,1,2,2
25-34,Male,Turk,Rent,False,False,False,False,True,True,False,False,False,False,False,Middle School,Married,Employed,4,1,2
