id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability
1551,35-44,Male,Turk,Rent,False,False,False,False,False,True,True,True,True,False,True,Primary School,Married,Unemployed,3,1,1,1,57.64
1552,55-64,Male,Turk,Houseowner,False,False,False,True,False,True,True,True,False,False,True,Primary School,Divorced,Employed,2,2,1,1,82.15
1553,12-14,Female,Other,Homeless,False,True,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,0,1,1,65.89
1554,15-17,Female,Other,Homeless,True,False,False,True,False,False,False,True,True,False,False,Primary School,Single,Student,0,2,1,1,66.63
1555,18-24,Male,Other,Houseowner,True,False,True,True,True,False,False,False,True,False,False,Primary School,Married,Employed,3,0,1,1,68.74
1556,25-34,Female,Turk,Rent,False,False,True,True,True,False,True,False,False,True,False,Literate without schooling,Married,Employed,2,1,1,1,64.53
1557,12-14,Male,Turk,Rent,False,False,False,False,False,True,False,True,False,False,False,Literate without schooling,Single,Student,0,0,1,1,55.31
1558,45-54,Male,Turk,Homeless,False,False,False,False,False,False,True,True,False,True,True,Primary School,Single,Retired,4,3,1,1,78.21
1559,45-54,Male,Turk,Rent,True,True,True,True,False,True,False,True,True,False,False,Literate without schooling,Married,Employed,2,1,1,1,90.26
1560,55-64,Male,Turk,Houseowner,True,True,False,True,False,False,False,True,True,False,False,Primary School,Married,Employed,3,4,1,2,52.68
1561,25-34,Female,Turk,Houseowner,False,True,False,True,True,False,False,True,True,False,False,Middle School,Married,Retired,7,0,1,1,61.71
1562,35-44,Male,Turk,Houseowner,True,False,True,True,True,False,False,False,True,True,True,Primary School,Married,Employed,5,3,1,1,72.16
1563,45-54,Male,Other,Houseowner,False,False,False,False,True,False,False,False,False,True,True,Illiterate,Single,Student,4,2,1,1,76.65
1564,25-34,Male,Turk,Houseowner,False,True,True,True,True,False,True,True,True,True,False,High School,Married,Student,4,0,1,1,65.17
1565,25-34,Male,Turk,Rent,False,True,True,False,True,False,False,False,False,False,True,Literate without schooling,Single,Employed,2,1,1,1,60.71
1566,15-17,Female,Turk,Houseowner,False,True,False,False,False,False,False,False,True,False,False,Primary School,Single,Employed,0,3,1,1,58.73
1567,25-34,Male,Other,Houseowner,True,True,False,True,False,False,True,False,True,False,False,High School,Single,Student,2,1,1,1,93.88
1568,18-24,Male,Turk,Rent,False,False,False,True,False,False,False,True,False,True,False,Middle School,Single,Employed,2,3,1,1,81.8
1569,18-24,Female,Turk,Houseowner,True,False,False,False,False,False,False,False,True,False,False,Primary School,Divorced,Unemployed,2,2,1,0,49.15
1570,45-54,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,True,True,True,Primary School,Married,Unemployed,2,2,1,0,52.76
1571,35-44,Female,Turk,Houseowner,True,True,False,False,False,False,False,False,False,True,True,Primary School,Married,Student,6,3,1,1,50.18
1572,55-64,Male,Turk,Houseowner,True,False,True,False,False,False,False,False,False,True,False,Middle School,Single,Student,3,4,1,1,70.99
1573,55-64,Male,Turk,Houseowner,True,False,False,True,False,True,True,False,False,True,False,Bachelor’s Degree,Single,Unemployed,3,1,1,1,82.62
1574,35-44,Female,Other,Rent,False,True,True,True,True,False,False,True,True,False,True,Middle School,Single,Student,4,1,1,1,91.52
1575,35-44,Male,Turk,Rent,False,True,True,True,False,False,False,True,True,False,True,Middle School,Married,Student,2,3,1,1,75.59
1576,12-14,Male,Other,Homeless,False,True,False,False,False,False,False,True,True,False,True,Literate without schooling,Single,Employed,0,2,1,0,65.89
1577,35-44,Female,Turk,Rent,True,True,True,True,False,False,False,False,False,False,True,High School,Divorced,Unemployed,3,1,1,1,74.49
1578,15-17,Female,Turk,Houseowner,False,False,True,False,False,False,False,False,True,False,False,Literate without schooling,Single,Student,0,2,1,1,81.01
1579,18-24,Male,Turk,Houseowner,False,True,True,True,False,False,True,False,False,True,True,Middle School,Single,Retired,2,1,1,1,65.06
1580,25-34,Male,Turk,Rent,True,False,True,False,True,False,False,True,True,False,False,Middle School,Single,Student,2,3,1,1,74.76
1581,25-34,Male,Turk,Rent,True,False,False,False,True,False,True,True,False,False,True,Primary School,Married,Student,1,4,1,1,70.43
1582,35-44,Male,Other,Rent,False,False,True,False,False,False,True,True,True,False,True,Primary School,Married,Student,5,1,1,1,77.64
1583,25-34,Female,Turk,Houseowner,False,True,True,False,False,False,True,True,False,False,True,Primary School,Single,Unemployed,4,0,1,1,90.84
1584,45-54,Male,Turk,Rent,True,False,True,True,True,True,False,True,True,False,False,Primary School,Married,Retired,2,2,1,1,86.59
1585,35-44,Male,Turk,Rent,True,False,False,True,False,False,True,False,True,False,True,Primary School,Single,Employed,3,3,1,1,66.86
1586,35-44,Male,Other,Rent,False,False,False,False,False,False,True,False,True,False,False,High School,Married,Unemployed,3,1,1,1,83.32
1587,18-24,Female,Turk,Houseowner,False,True,True,True,False,False,True,True,True,True,False,Primary School,Single,Student,3,0,1,1,82.31
1588,18-24,Male,Other,Rent,False,True,False,False,True,False,False,True,False,True,True,Primary School,Married,Retired,4,2,1,1,77.84
1589,18-24,Female,Turk,Rent,False,False,True,False,True,True,False,True,True,False,True,Primary School,Married,Student,1,2,1,1,57.78
1590,25-34,Male,Other,Homeless,True,False,False,True,True,False,False,True,False,False,False,Primary School,Married,Retired,3,1,1,1,54.07
1591,15-17,Male,Turk,Rent,False,True,False,False,False,False,True,True,False,False,False,Primary School,Single,Employed,0,1,1,1,82.81
1592,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,True,True,False,Primary School,Single,Retired,4,3,1,1,88.29
1593,35-44,Female,Turk,Rent,True,True,False,True,False,False,False,False,False,True,False,Middle School,Single,Student,4,2,1,1,85.39
1594,12-14,Female,Other,Rent,False,True,False,False,False,False,False,True,True,False,False,Literate without schooling,Single,Student,0,2,1,1,89.87
1595,35-44,Male,Other,Rent,True,True,False,False,True,False,False,True,True,True,False,Primary School,Married,Unemployed,4,2,1,1,79.15
1596,25-34,Male,Turk,Rent,False,True,True,False,True,False,True,True,True,True,False,Primary School,Married,Unemployed,3,0,1,1,64.22
1597,18-24,Female,Turk,Houseowner,True,False,True,True,True,False,False,False,True,True,True,High School,Single,Unemployed,5,1,1,1,66.55
1598,25-34,Male,Other,Rent,True,False,False,False,True,False,False,False,False,False,False,Primary School,Single,Retired,3,2,1,1,76.89
1599,35-44,Male,Turk,Homeless,True,True,True,True,True,False,False,True,True,True,False,High School,Single,Employed,4,1,1,1,81.11
1600,12-14,Female,Turk,Houseowner,False,True,False,False,False,False,False,True,True,False,False,Primary School,Single,Student,0,3,1,1,81.45
1601,12-14,Male,Turk,Houseowner,True,False,True,True,False,False,False,False,False,False,True,Illiterate,Single,Student,0,1,1,0,51.86
1602,35-44,Female,Turk,Homeless,True,False,True,False,False,False,False,False,True,True,False,Literate without schooling,Married,Unemployed,3,2,1,1,67.68
1603,45-54,Male,Turk,Rent,False,True,False,True,False,False,True,True,False,True,False,Primary School,Single,Retired,3,2,1,1,92.68
1604,35-44,Male,Other,Rent,True,False,True,True,False,False,True,False,False,True,False,High School,Single,Retired,3,2,1,1,92.21
1605,25-34,Male,Turk,Houseowner,True,True,True,False,False,False,False,True,False,False,False,Literate without schooling,Married,Employed,3,2,1,1,77.07
1606,25-34,Female,Turk,Homeless,False,True,True,True,False,False,False,True,True,False,True,High School,Single,Retired,5,1,1,1,78.97
1607,18-24,Female,Turk,Rent,True,True,True,True,True,False,True,True,False,False,True,Primary School,Single,Retired,3,0,1,1,88.6
1608,35-44,Male,Other,Houseowner,False,False,False,False,True,False,False,True,True,False,False,Middle School,Divorced,Student,5,1,1,1,72.36
1609,18-24,Male,Turk,Homeless,True,False,True,True,False,False,False,False,False,True,False,Middle School,Single,Retired,2,1,1,1,66.23
1610,55-64,Male,Turk,Rent,False,False,True,False,False,False,False,True,True,False,False,Primary School,Single,Unemployed,2,3,1,1,62.0
1611,35-44,Male,Turk,Rent,False,True,True,True,True,False,True,False,False,True,True,Primary School,Single,Student,1,1,1,1,56.24
1612,15-17,Female,Turk,Homeless,False,False,False,False,False,False,False,False,False,False,False,Primary School,Single,Student,0,1,1,1,62.46
1613,35-44,Female,Other,Rent,False,True,True,False,True,False,True,True,False,True,True,Middle School,Divorced,Student,4,1,1,1,85.51
1614,25-34,Male,Turk,Rent,False,True,False,True,True,False,False,False,False,True,False,Bachelor’s Degree,Single,Employed,4,1,1,1,77.11
1615,15-17,Male,Other,Houseowner,True,False,True,False,False,False,True,True,False,False,False,Illiterate,Single,Employed,0,1,1,1,70.06
1616,12-14,Male,Other,Houseowner,False,False,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,2,1,1,80.67
1617,25-34,Female,Other,Homeless,True,True,True,True,False,False,False,True,False,True,False,Middle School,Married,Student,2,2,1,1,68.39
1618,45-54,Male,Turk,Houseowner,True,False,True,False,True,False,True,True,True,False,False,High School,Married,Student,4,2,1,1,52.65
1619,18-24,Female,Turk,Houseowner,False,True,True,False,True,True,True,True,True,False,True,Primary School,Single,Employed,2,0,1,1,68.15
1620,45-54,Female,Turk,Rent,True,True,False,False,False,False,False,True,False,False,True,Middle School,Married,Unemployed,5,3,1,1,68.57
1621,25-34,Male,Turk,Houseowner,True,True,True,True,False,False,False,True,True,False,True,Bachelor’s Degree,Single,Student,5,2,1,1,74.47
1622,25-34,Male,Turk,Rent,False,True,True,False,False,False,True,False,False,True,True,Literate without schooling,Single,Employed,2,2,1,1,76.21
1623,15-17,Female,Turk,Houseowner,False,False,True,False,False,False,True,True,True,False,False,Primary School,Single,Employed,0,3,1,1,81.33
1624,25-34,Male,Turk,Rent,False,True,True,True,False,False,True,True,False,False,True,Middle School,Divorced,Unemployed,0,1,1,1,66.26
1625,55-64,Male,Other,Rent,False,True,True,False,True,False,True,False,True,True,True,Primary School,Divorced,Student,2,2,1,1,84.65
1626,25-34,Female,Turk,Rent,True,False,True,True,True,False,True,True,False,True,False,Primary School,Divorced,Student,3,1,1,1,73.8
1627,35-44,Male,Turk,Houseowner,True,True,True,False,False,False,False,False,False,False,True,Middle School,Married,Unemployed,3,2,1,1,62.64
1628,35-44,Female,Other,Houseowner,True,False,False,True,True,False,True,False,False,False,True,High School,Single,Student,2,3,1,1,87.6
1629,35-44,Female,Turk,Rent,True,False,True,False,True,False,True,False,False,False,False,Middle School,Married,Student,3,1,1,1,82.85
1630,35-44,Female,Turk,Rent,True,False,False,True,True,True,True,False,True,False,True,High School,Single,Employed,3,2,1,1,82.94
1631,35-44,Female,Turk,Rent,True,True,False,True,False,False,True,True,False,False,False,High School,Single,Employed,2,3,1,1,55.77
1632,15-17,Female,Other,Homeless,False,True,True,False,False,False,False,False,False,False,True,Illiterate,Single,Employed,0,0,1,0,54.98
1633,25-34,Male,Turk,Houseowner,False,True,False,False,False,False,False,True,False,False,True,Literate without schooling,Single,Student,5,1,1,1,80.43
1634,45-54,Male,Turk,Homeless,False,False,False,True,True,False,False,False,True,False,True,Middle School,Married,Student,4,1,1,1,53.95
1635,25-34,Male,Turk,Homeless,False,False,False,True,True,False,True,True,True,True,False,Literate without schooling,Single,Employed,1,2,1,1,64.41
1636,45-54,Female,Turk,Rent,False,True,True,True,True,False,True,False,False,True,True,Middle School,Single,Retired,3,2,1,1,89.57
1637,18-24,Male,Turk,Houseowner,True,False,True,True,False,False,True,False,True,True,False,Middle School,Single,Student,1,2,1,1,80.28
1638,25-34,Male,Other,Rent,True,True,False,True,True,False,False,False,False,False,False,Primary School,Married,Unemployed,0,1,1,1,75.8
1639,35-44,Male,Turk,Rent,True,False,True,True,True,False,True,False,True,True,True,High School,Single,Employed,5,2,1,1,61.38
1640,15-17,Female,Turk,Houseowner,False,False,False,False,False,False,False,False,True,False,False,Literate without schooling,Single,Student,0,3,1,1,71.85
1641,12-14,Female,Other,Homeless,False,False,False,False,False,False,True,False,True,False,False,Primary School,Single,Employed,0,1,1,1,59.22
1642,25-34,Male,Turk,Houseowner,False,True,True,False,False,False,True,False,True,True,True,Primary School,Single,Student,3,2,1,1,82.42
1643,35-44,Female,Other,Rent,False,False,False,False,True,False,True,False,False,False,False,Literate without schooling,Single,Student,0,2,1,1,67.18
1644,25-34,Female,Turk,Rent,False,True,True,True,False,False,True,True,False,False,True,Primary School,Married,Unemployed,3,0,1,1,82.24
1645,45-54,Male,Turk,Rent,False,False,True,False,False,False,False,False,False,False,True,Primary School,Married,Retired,4,3,1,2,50.29
1646,35-44,Female,Turk,Houseowner,True,True,False,True,False,False,True,False,True,False,False,Literate without schooling,Single,Retired,4,1,1,1,95.23
1647,25-34,Female,Turk,Houseowner,True,False,True,False,True,True,True,True,False,True,False,Middle School,Married,Employed,2,3,1,1,62.06
1648,35-44,Male,Turk,Rent,False,False,True,False,True,True,True,True,True,True,True,High School,Divorced,Retired,1,4,1,1,66.02
1649,35-44,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,True,True,False,Primary School,Married,Unemployed,3,2,1,1,76.24
1650,55-64,Female,Other,Homeless,False,False,False,True,False,True,False,False,False,False,True,Middle School,Single,Unemployed,0,2,1,1,58.13
1651,25-34,Male,Turk,Rent,False,False,True,True,True,False,True,True,False,False,True,Middle School,Single,Retired,2,2,1,1,80.78
1652,35-44,Female,Turk,Houseowner,True,True,True,True,True,False,False,False,True,True,False,Primary School,Single,Student,3,2,1,1,91.9
1653,18-24,Male,Turk,Houseowner,True,False,True,True,True,False,True,True,True,True,False,High School,Single,Student,3,1,1,1,83.06
1654,45-54,Male,Turk,Rent,False,True,False,False,True,False,True,True,True,False,False,High School,Single,Student,2,2,1,1,93.97
1655,35-44,Female,Turk,Rent,True,True,True,True,True,False,False,True,False,True,True,Primary School,Married,Retired,5,3,1,1,90.06
1656,35-44,Male,Turk,Rent,False,True,True,False,False,False,False,True,True,True,True,Middle School,Single,Student,2,5,1,1,52.53
1657,35-44,Male,Turk,Rent,False,False,False,False,True,False,True,False,True,True,False,Middle School,Single,Student,6,0,1,2,49.66
1658,35-44,Male,Turk,Rent,False,True,True,False,False,False,False,True,False,False,False,Primary School,Married,Student,3,1,1,1,86.14
1659,35-44,Male,Turk,Rent,True,True,False,True,True,False,False,True,True,True,True,Middle School,Single,Student,2,5,1,1,73.91
1660,35-44,Male,Turk,Rent,False,True,True,True,False,False,True,True,False,True,True,Middle School,Single,Student,1,3,1,1,62.6
1661,25-34,Male,Turk,Rent,False,True,True,True,True,False,True,True,True,True,False,Literate without schooling,Single,Retired,2,1,1,1,73.84
1662,45-54,Male,Turk,Rent,True,False,False,True,True,False,True,False,False,True,True,Middle School,Divorced,Employed,2,4,1,1,92.1
1663,35-44,Male,Turk,Rent,True,False,True,True,True,False,True,False,False,True,False,High School,Married,Retired,3,2,1,1,86.21
1664,25-34,Male,Turk,Rent,False,True,False,True,False,False,True,True,True,False,False,Primary School,Single,Student,3,0,1,1,89.34
1665,35-44,Male,Other,Rent,False,True,True,True,True,False,False,False,False,True,False,Primary School,Single,Student,2,0,1,1,84.18
1666,12-14,Male,Turk,Houseowner,False,True,True,False,False,False,False,False,False,False,False,Primary School,Single,Student,0,0,1,1,81.36
1667,18-24,Female,Turk,Rent,False,False,True,True,False,False,False,False,False,True,False,Literate without schooling,Single,Unemployed,2,0,1,1,58.89
