id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child
1303,35-44,Male,Other,Houseowner,True,True,False,False,False,False,False,True,True,False,False,Middle School,Single,Student,1,4,1,1,77.78,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1304,25-34,Male,Other,Rent,True,False,True,False,True,False,False,True,True,True,False,Primary School,Divorced,Unemployed,2,2,1,0,78.42,"['mental_disorder_partially', 'discretionary_mitigation']",['premeditated_kill'],True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1305,35-44,Male,Turk,Rent,True,True,False,False,True,False,True,False,True,False,False,Middle School,Single,Employed,1,2,1,1,85.9,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1306,45-54,Female,Turk,Homeless,False,True,True,False,False,False,True,True,False,True,True,High School,Single,Employed,5,1,1,1,79.73,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1307,35-44,Male,Turk,Houseowner,False,True,True,True,False,False,True,False,True,True,True,Master/PhD,Single,Employed,3,3,1,1,63.46,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1308,25-34,Male,Other,Rent,False,False,True,False,False,False,False,True,True,True,False,Middle School,Single,Student,4,2,1,1,80.64,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1309,45-54,Female,Turk,Rent,True,True,False,False,False,False,False,True,False,False,True,Illiterate,Married,Retired,6,2,1,1,55.1,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1310,35-44,Male,Turk,Houseowner,False,True,False,True,False,False,True,True,False,True,True,Primary School,Divorced,Retired,2,3,1,1,67.26,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1311,25-34,Male,Turk,Houseowner,False,True,True,True,False,False,False,True,True,False,True,Middle School,Single,Unemployed,4,0,1,1,73.24,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,45-54,Male,Turk,Rent,True,False,True,True,True,False,True,False,True,True,False,High School,Married,Student,2,2,1,1,81.87,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1313,18-24,Female,Turk,Rent,False,False,False,True,False,False,True,True,True,False,False,Primary School,Divorced,Student,2,0,1,1,61.02,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,45-54,Male,Turk,Homeless,False,True,False,False,True,False,False,False,False,False,True,Bachelor’s Degree,Married,Unemployed,3,0,1,0,55.88,['unjust_provocation_moderate'],[],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1315,15-17,Male,Turk,Rent,False,False,True,False,False,False,False,True,True,False,False,Literate without schooling,Single,Employed,0,2,1,1,65.5,['age_15-17'],['child'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1316,35-44,Male,Turk,Rent,True,False,True,True,False,False,False,True,False,False,True,Middle School,Married,Student,4,2,1,1,78.84,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1317,35-44,Male,Turk,Rent,True,True,True,True,True,False,False,False,False,False,False,Middle School,Married,Student,0,1,1,1,83.08,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1318,35-44,Male,Turk,Houseowner,True,False,False,True,True,False,True,True,False,True,False,High School,Married,Unemployed,1,3,1,2,47.58,"['mental_disorder_partially', 'unjust_provocation_mild', 'discretionary_mitigation']",[],True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1319,35-44,Male,Other,Rent,True,False,False,True,True,False,True,False,True,True,True,Primary School,Married,Student,2,3,1,1,88.58,['unjust_provocation_mild'],['premeditated_kill'],False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1320,35-44,Female,Turk,Homeless,True,False,False,False,False,True,True,False,True,True,True,High School,Divorced,Student,4,1,1,0,52.64,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1321,25-34,Male,Other,Rent,True,True,False,True,True,False,True,False,True,True,True,Literate without schooling,Single,Unemployed,1,1,1,0,78.68,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1322,55-64,Female,Turk,Rent,False,True,True,False,False,False,True,False,True,True,False,Literate without schooling,Single,Student,3,1,1,1,93.91,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1323,55-64,Male,Turk,Houseowner,False,False,True,True,False,False,True,True,True,False,True,High School,Single,Retired,1,5,1,2,60.07,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,False,False,False,False,Primary School,Single,Employed,0,0,1,0,65.27,['age_12-14'],['premeditated_kill'],False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1325,15-17,Male,Turk,Homeless,True,False,False,False,False,False,False,False,False,False,True,Literate without schooling,Single,Employed,0,2,1,0,82.08,['age_15-17'],['femicide'],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1326,55-64,Male,Turk,Rent,True,True,True,True,False,False,True,True,True,True,True,High School,Married,Unemployed,7,0,1,1,51.59,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1327,25-34,Male,Turk,Homeless,True,False,True,False,True,False,True,False,True,True,True,Illiterate,Married,Retired,3,1,1,0,73.65,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1328,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,True,True,True,True,High School,Married,Unemployed,2,3,1,1,73.32,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1329,25-34,Male,Turk,Rent,True,False,True,True,True,False,False,False,True,True,False,Primary School,Single,Student,3,1,1,1,73.03,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1330,25-34,Male,Other,Rent,True,True,True,True,False,False,False,True,True,False,False,High School,Divorced,Employed,3,1,1,1,90.77,['unjust_provocation_moderate'],[],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1331,35-44,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,False,True,True,Primary School,Single,Retired,7,1,1,0,82.92,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1332,55-64,Male,Turk,Houseowner,False,True,False,False,True,False,True,True,False,False,False,High School,Divorced,Employed,3,1,1,1,87.28,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1333,12-14,Female,Turk,Rent,False,False,False,False,False,True,False,True,True,False,False,Literate without schooling,Single,Student,0,1,1,1,81.82,"['age_12-14', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1334,25-34,Male,Other,Houseowner,False,True,True,True,True,False,False,False,False,True,False,Middle School,Divorced,Retired,1,1,1,0,60.15,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1335,35-44,Male,Other,Rent,True,False,False,False,True,True,False,False,False,False,False,Primary School,Single,Retired,3,0,1,1,69.45,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1336,15-17,Female,Other,Homeless,False,False,False,False,False,False,False,True,False,False,False,Primary School,Single,Student,0,1,1,0,54.79,['age_15-17'],[],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1337,35-44,Male,Turk,Homeless,False,False,True,False,False,False,False,True,True,False,False,High School,Married,Retired,2,3,1,0,45.99,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1338,35-44,Male,Turk,Rent,False,True,False,True,True,False,False,False,False,False,True,Literate without schooling,Single,Retired,2,1,1,1,59.78,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1339,25-34,Male,Turk,Houseowner,False,True,True,True,False,False,False,True,True,False,True,Primary School,Married,Employed,2,3,1,1,77.9,"['unjust_provocation_mild', 'discretionary_mitigation']",['femicide'],False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1340,25-34,Female,Turk,Rent,False,False,False,False,False,True,False,False,False,False,True,Literate without schooling,Married,Employed,4,1,1,1,74.41,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1341,25-34,Male,Other,Houseowner,False,True,True,True,False,False,True,False,True,True,False,Middle School,Married,Retired,1,2,1,1,65.19,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1342,35-44,Male,Turk,Rent,True,True,True,False,False,True,False,True,True,False,True,Primary School,Single,Retired,3,2,1,1,78.89,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1343,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,False,True,False,False,Primary School,Single,Student,0,0,1,0,63.13,['age_12-14'],['premeditated_kill'],False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1344,12-14,Male,Turk,Rent,False,False,False,True,False,False,False,False,False,False,False,Primary School,Single,Student,0,0,1,1,66.66,"['age_12-14', 'unjust_provocation_mild']",['blood_feud'],False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1345,15-17,Male,Turk,Homeless,True,False,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,1,1,0,60.6,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
